Dreamchild	1985	UK	/wiki/Dreamchild
Dreaming	1945	UK	/wiki/Dreaming_(film)
Dreaming Lips	1937	UK	/wiki/Dreaming_Lips_(1937_film)
Dreaming of Joseph Lees	1999	UK	/wiki/Dreaming_of_Joseph_Lees
Dreams Come True	1936	UK	/wiki/Dreams_Come_True_(1936_film)
Dredd	2012	UK	/wiki/Dredd
Dreyfus	1931	UK	/wiki/Dreyfus_(1931_film)
Driving Lessons	2006	UK	/wiki/Driving_Lessons
Drowning by Numbers	1988	UK	/wiki/Drowning_by_Numbers
Dry	2014	UK	/wiki/Dry_(film)
Dry Rot	1956	UK	/wiki/Dry_Rot_(film)
Dual Alibi	1947	UK	/wiki/Dual_Alibi
Duchess, The	2008	UK	/wiki/The_Duchess_(film)
Duel in the Jungle	1954	UK	/wiki/Duel_in_the_Jungle
Duffy	1968	UK	/wiki/Duffy_(film)
Dulcima	1971	UK	/wiki/Dulcima
Dunkirk	1958	UK	/wiki/Dunkirk_(film)
During One Night	1961	UK	/wiki/During_One_Night
Dusty Ermine	1936	UK	/wiki/Dusty_Ermine
Eagle's Wing	1979	UK	/wiki/Eagle%27s_Wing
East Is East	1999	UK	/wiki/East_Is_East_(1999_film)
East Lynne on the Western Front	1931	UK	/wiki/East_Lynne_on_the_Western_Front
East Meets West	1936	UK	/wiki/East_Meets_West_(1936_film)
East of Elephant Rock	1977	UK	/wiki/East_of_Elephant_Rock
East of Piccadilly	1941	UK	/wiki/East_of_Piccadilly
East of Sudan	1964	UK	/wiki/East_of_Sudan
Eastern Promises	2007	UK	/wiki/Eastern_Promises
Easy Money	1934	UK	/wiki/Easy_Money_(1934_film)
Easy Money	1948	UK	/wiki/Easy_Money_(1948_film)
Easy Riches	1938	UK	/wiki/Easy_Riches
Easy Virtue	2008	UK	/wiki/Easy_Virtue_(2008_film)
Eat the Peach	1986	UK	/wiki/Eat_the_Peach
Eat the Rich	1987	UK	/wiki/Eat_the_Rich_(film)
Ebb Tide	1932	UK	/wiki/Ebb_Tide_(1932_film)
Eden Lake	2008	UK	/wiki/Eden_Lake
Edge of Darkness	2010	UK	/wiki/Edge_of_Darkness_(2010_film)
Edge of Sanity	1989	UK	/wiki/Edge_of_Sanity_(film)
Educated Evans	1936	UK	/wiki/Educated_Evans
Educating Rita	1983	UK	/wiki/Educating_Rita_(film)
Education, An	2009	UK	/wiki/An_Education
Edward II	1991	UK	/wiki/Edward_II_(film)
Edward, My Son	1949	UK	/wiki/Edward,_My_Son
Effie Gray	2014	UK	/wiki/Effie_Gray_(film)
Eight	1998	UK	/wiki/Eight_(1998_film)
Eight O'Clock Walk	1954	UK	/wiki/Eight_O%27Clock_Walk
El Norte	1983	UK	/wiki/El_Norte_(film)
Elbow Live at Jodrell Bank	2013	UK	/wiki/Live_at_Jodrell_Bank
Element of Doubt	1996	UK	/wiki/Element_of_Doubt
Elephant Boy	1937	UK	/wiki/Elephant_Boy_(film)
Elfie Hopkins	2012	UK	/wiki/Elfie_Hopkins
Elizabeth	1998	UK	/wiki/Elizabeth_(film)
Elizabeth of Ladymead	1948	UK	/wiki/Elizabeth_of_Ladymead
Elizabeth: The Golden Age	2007	UK	/wiki/Elizabeth:_The_Golden_Age
Ella Enchanted	2004	UK	/wiki/Ella_Enchanted_(film)
Embassy	1973	UK	/wiki/Embassy_(film)
Emeli Sandé Live at the Royal Albert Hall	2013	UK	/wiki/Live_at_the_Royal_Albert_Hall_(Emeli_Sand%C3%A9_album)
Emergency Call	1952	UK	/wiki/Emergency_Call
Emil and the Detectives	1935	UK	/wiki/Emil_and_the_Detectives_(1935_film)
Emily	1976	UK	/wiki/Emily_(film)
Emily Brontë's Wuthering Heights	1992	UK	/wiki/Emily_Bront%C3%AB%27s_Wuthering_Heights
Emma	1996	UK	/wiki/Emma_(1996_theatrical_film)
Emmanuelle in Soho	1981	UK	/wiki/Emmanuelle_in_Soho
Empire State	1988	UK	/wiki/Empire_State_(1987_film)
Enchanted April	1992	UK	/wiki/Enchanted_April_(1992_film)
Encore	1951	UK	/wiki/Encore_(1951_film)
Endgame	2009	UK	/wiki/Endgame_(2009_film)
Endless Night	1970	UK	/wiki/Endless_Night
Endless Night	1972	UK	/wiki/Endless_Night_(1972_film)
Enduring Love	2004	UK	/wiki/Enduring_Love_(film)
England Made Me	1973	UK	/wiki/England_Made_Me_(film)
England, My England	1995	UK	/wiki/England,_My_England
English Without Tears	1944	UK	/wiki/English_Without_Tears
English: An Autumn in London	2012	UK	/wiki/English:_An_Autumn_in_London
Englishman in New York, An	2009	UK	/wiki/An_Englishman_in_New_York_(film)
Enigma	1982	UK	/wiki/Enigma_(1982_film)
Enigma	2001	UK	/wiki/Enigma_(2001_film)
Entertaining Mr Sloane	1970	UK	/wiki/Entertaining_Mr_Sloane_(film)
Equus	1977	UK	/wiki/Equus_(film)
Erasing David	2010	UK	/wiki/Erasing_David
Erik the Viking	1989	UK	/wiki/Erik_the_Viking
Escapade	1955	UK	/wiki/Escapade_(1955_film)
Escape	1948	UK	/wiki/Escape_(1948_film)
Escape Me Never	1935	UK	/wiki/Escape_Me_Never_(1935_film)
Escape Route	1952	UK	/wiki/Escape_Route_(film)
Escape by Night	1953	UK	/wiki/Escape_by_Night_(1953_film)
Escape from Broadmoor	1948	UK	/wiki/Escape_from_Broadmoor
Escape from the Dark	1976	UK	/wiki/Escape_from_the_Dark
Escape to Athena	1979	UK	/wiki/Escape_to_Athena
Escape to Danger	1943	UK	/wiki/Escape_to_Danger
Escort for Hire	1960	UK	/wiki/Escort_for_Hire
Eskimo Nell	1975	UK	/wiki/Eskimo_Nell_(film)
Essex Boys	2000	UK	/wiki/Essex_Boys
Esther Kahn	2000	UK	/wiki/Esther_Kahn
Esther Waters	1948	UK	/wiki/Esther_Waters_(film)
Eureka	1983	UK	/wiki/Eureka_(1983_film)
Eureka Stockade	1949	UK	/wiki/Eureka_Stockade_(1949_film)
Event Horizon	1997	UK	/wiki/Event_Horizon_(film)
Everest	2015	UK	/wiki/Everest_(2015_film)
Evergreen	1934	UK	/wiki/Evergreen_(film)
Eversmile, New Jersey	1989	UK	/wiki/Eversmile,_New_Jersey
Every Day's a Holiday	1965	UK	/wiki/Every_Day%27s_a_Holiday_(1965_film)
Every Home Should Have One	1970	UK	/wiki/Every_Home_Should_Have_One
Everybody Dance	1936	UK	/wiki/Everybody_Dance_(film)
Everyday	2012	UK	/wiki/Everyday_(film)
Everyone's Going to Die	2013	UK	/wiki/Everyone%27s_Going_to_Die
Everything	2004	UK	/wiki/Everything_(film)
Everything Happens to Me	1938	UK	/wiki/Everything_Happens_to_Me_(1938_film)
Everything Is Rhythm	1936	UK	/wiki/Everything_Is_Rhythm
Everything Is Thunder	1936	UK	/wiki/Everything_Is_Thunder
Everything in Life	1936	UK	/wiki/Everything_in_Life
Everywhere and Nowhere	2011	UK	/wiki/Everywhere_and_Nowhere
Evil Under the Sun	1982	UK	/wiki/Evil_Under_the_Sun_(1982_film)
Ex Machina	2015	UK	/wiki/Ex_Machina_(film)
Exam	2009	UK	/wiki/Exam_(film)
Excalibur	1981	UK	/wiki/Excalibur_(film)
Excess Baggage	1933	UK	/wiki/Excess_Baggage_(1933_film)
Exhibition	2013	UK	/wiki/Exhibition_(2013_film)
Exit Through the Gift Shop	2010	UK	/wiki/Exit_Through_the_Gift_Shop
Exodus: Gods and Kings	2014	UK	/wiki/Exodus:_Gods_and_Kings
Exposé	1976	UK	/wiki/Expos%C3%A9_(film)
Expresso Bongo	1959	UK	/wiki/Expresso_Bongo
Eye of the Devil	1966	UK	/wiki/Eye_of_the_Devil
Eye of the Needle	1981	UK	/wiki/Eye_of_the_Needle_(film)
Eyewitness	1956	UK	/wiki/Eyewitness_(1956_film)
Eyewitness	1970	UK	/wiki/Eyewitness_(1970_film)
Face	1997	UK	/wiki/Face_(1997_film)
Face in the Night	1957	UK	/wiki/Face_in_the_Night
Face the Music	1954	UK	/wiki/Face_the_Music_(film)
Faces in the Crowd	2011	UK	/wiki/Faces_in_the_Crowd_(film)
Faces in the Dark	1960	UK	/wiki/Faces_in_the_Dark
Facing the Music	1941	UK	/wiki/Facing_the_Music_(1941_film)
Faeries	1999	UK	/wiki/Faeries_(film)
Fahrenheit 451	1966	UK	/wiki/Fahrenheit_451_(1966_film)
Fair Exchange	1936	UK	/wiki/Fair_Exchange_(film)
FairyTale: A True Story	1997	UK	/wiki/FairyTale:_A_True_Story
Faithful	1936	UK	/wiki/Faithful_(1936_film)
Falling for You	1933	UK	/wiki/Falling_for_You_(1933_film)
Falling in Love	1935	UK	/wiki/Falling_in_Love_(1935_film)
Fame Is the Spur	1947	UK	/wiki/Fame_Is_the_Spur_(film)
Family Life	1971	UK	/wiki/Family_Life_(1971_British_film)
Fanatic	1965	UK	/wiki/Fanatic_(film)
Fanny Hill	1983	UK	/wiki/Fanny_Hill_(1983_film)
Fanny by Gaslight	1944	UK	/wiki/Fanny_by_Gaslight_(film)
Fantastic Four	2015	UK	/wiki/Fantastic_Four_(2015_film)
Far North	2007	UK	/wiki/Far_North_(2007_film)
Far from the Madding Crowd	1967	UK	/wiki/Far_from_the_Madding_Crowd_(1967_film)
Far from the Madding Crowd	2015	UK	/wiki/Far_from_the_Madding_Crowd_(2015_film)
Farewell Again	1937	UK	/wiki/Farewell_Again
Farewell to Cinderella	1937	UK	/wiki/Farewell_to_Cinderella
Fascination	1931	UK	/wiki/Fascination_(1931_film)
Fast Girls	2012	UK	/wiki/Fast_Girls_(film)
Fast and Loose	1954	UK	/wiki/Fast_and_Loose_(1954_film)
Fate Takes a Hand	1962	UK	/wiki/Fate_Takes_a_Hand
Father Brown	1954	UK	/wiki/Father_Brown_(film)
Father Came Too!	1963	UK	/wiki/Father_Came_Too!
Father Steps Out	1937	UK	/wiki/Father_Steps_Out_(1937_film)
Father's Doing Fine	1952	UK	/wiki/Father%27s_Doing_Fine
Father, Dear Father	1973	UK	/wiki/Father,_Dear_Father_(film)
Fatherland	1986	UK	/wiki/Fatherland_(1986_film)
Fathom	1967	UK	/wiki/Fathom
Feast of July	1995	UK	/wiki/Feast_of_July
Feather Your Nest	1937	UK	/wiki/Feather_Your_Nest
Fedz	2013	UK	/wiki/Fedz
Feet of Clay	1960	UK	/wiki/Feet_of_Clay_(1960_film)
Felicia's Journey	1999	UK	/wiki/Felicia%27s_Journey
Female Fiends	1958	UK	/wiki/Female_Fiends
Ferry Cross the Mersey	1965	UK	/wiki/Ferry_Cross_the_Mersey_(film)
Ferry to Hong Kong	1959	UK	/wiki/Ferry_to_Hong_Kong
Festival	2005	UK	/wiki/Festival_(2005_film)
Festival Express	2003	UK	/wiki/Festival_Express
Fever Pitch	1997	UK	/wiki/Fever_Pitch_(1997_film)
Fiddlers Three	1944	UK	/wiki/Fiddlers_Three_(1944_film)
Fiend Without a Face	1958	UK	/wiki/Fiend_Without_a_Face
Fierce Creatures	1997	UK	/wiki/Fierce_Creatures
Fifty Dead Men Walking	2008	UK	/wiki/Fifty_Dead_Men_Walking
Fifty Shades of Grey	2015	UK	/wiki/Fifty_Shades_of_Grey_(film)
Fighting Stock	1935	UK	/wiki/Fighting_Stock
Figures in a Landscape	1970	UK	/wiki/Figures_in_a_Landscape_(film)
Filth	2013	UK	/wiki/Filth_(film)
Final Appointment	1954	UK	/wiki/Final_Appointment_(1954_film)
Final Cut	1998	UK	/wiki/Final_Cut_(1998_film)
Find the Lady	1936	UK	/wiki/Find_the_Lady_(1936_film)
Finders Keepers	1966	UK	/wiki/Finders_Keepers_(1966_film)
Finding Neverland	2004	UK	/wiki/Finding_Neverland_(film)
Fine Feathers	1937	UK	/wiki/Fine_Feathers_(1937_film)
Fingers	1941	UK	/wiki/Fingers_(1941_film)
Fire Down Below	1957	UK	/wiki/Fire_Down_Below_(1957_film)
Fire Maidens from Outer Space	1956	UK	/wiki/Fire_Maidens_from_Outer_Space
Fire Over England	1937	UK	/wiki/Fire_Over_England
Firepower	1979	UK	/wiki/Firepower_(film)
Fires Were Started	1943	UK	/wiki/Fires_Were_Started
Fires of Fate	1932	UK	/wiki/Fires_of_Fate_(1932_film)
First Man into Space	1959	UK	/wiki/First_Man_into_Space
First Men in the Moon	1964	UK	/wiki/First_Men_in_the_Moon_(1964_film)
Fish Tank	2009	UK	/wiki/Fish_Tank_(film)
Five Days	1954	UK	/wiki/Five_Days_(film)
Five Golden Hours	1961	UK	/wiki/Five_Golden_Hours
Five Have a Mystery to Solve	1964	UK	/wiki/Five_Have_a_Mystery_to_Solve_(film)
Flame	1975	UK	/wiki/Slade_in_Flame
Flame in the Streets	1961	UK	/wiki/Flame_in_the_Streets
Flash Gordon	1980	UK	/wiki/Flash_Gordon_(film)
Flashbacks of a Fool	2008	UK	/wiki/Flashbacks_of_a_Fool
Flat Number Three	1934	UK	/wiki/Flat_Number_Three
Flawless	2007	UK	/wiki/Flawless_(2007_film)
Flesh and Blood	1951	UK	/wiki/Flesh_and_Blood_(1951_film)
Flight from Folly	1945	UK	/wiki/Flight_from_Folly
Flight of the Doves	1971	UK	/wiki/Flight_of_the_Doves
Flood	2007	UK	/wiki/Flood_(film)
Floods of Fear	1959	UK	/wiki/Floods_of_Fear
Flutter	2010	UK	/wiki/Flutter_(2011_film)
Flutter	2011	UK	/wiki/Flutter_(2011_film)
Flying Fifty-Five	1939	UK	/wiki/Flying_Fifty-Five
Flying Fortress	1942	UK	/wiki/Flying_Fortress_(film)
Follow Me!	1972	UK	/wiki/Follow_Me!_(1972_film)
Follow That Camel	1967	UK	/wiki/Follow_That_Camel
Follow That Horse!	1960	UK	/wiki/Follow_That_Horse!
Follow Your Star	1938	UK	/wiki/Follow_Your_Star
Follow a Star	1959	UK	/wiki/Follow_a_Star
Follow the Lady	1933	UK	/wiki/Follow_the_Lady_(film)
Folly to Be Wise	1953	UK	/wiki/Folly_to_Be_Wise
Food of Love	1997	UK	/wiki/Food_of_Love_(1997_film)
Fools of Fortune	1990	UK	/wiki/Fools_of_Fortune
Footsteps in the Fog	1955	UK	/wiki/Footsteps_in_the_Fog
For Better, for Worse	1954	UK	/wiki/For_Better,_for_Worse_(1954_film)
For Freedom	1940	UK	/wiki/For_Freedom
For Queen and Country	1989	UK	/wiki/For_Queen_and_Country
For Them That Trespass	1949	UK	/wiki/For_Them_That_Trespass
For Those in Peril	1944	UK	/wiki/For_Those_in_Peril_(1944_film)
For Those in Peril	2013	UK	/wiki/For_Those_in_Peril_(2013_film)
For Valour	1937	UK	/wiki/For_Valour_(1937_film)
For You Alone	1945	UK	/wiki/For_You_Alone
For Your Eyes Only	1981	UK	/wiki/For_Your_Eyes_Only_(film)
For the Love of Ada	1972	UK	/wiki/For_the_Love_of_Ada_(film)
For the Love of Mike	1932	UK	/wiki/For_the_Love_of_Mike_(1932_film)
Forbidden	1949	UK	/wiki/Forbidden_(1949_film)
Forbidden	1984	UK	/wiki/Forbidden_(1984_film)
Forbidden Cargo	1954	UK	/wiki/Forbidden_Cargo_(1954_film)
Forbidden Territory	1934	UK	/wiki/Forbidden_Territory
Force 10 from Navarone	1978	UK	/wiki/Force_10_from_Navarone_(film)
Foreign Affaires	1935	UK	/wiki/Foreign_Affaires
Foreign Body	1986	UK	/wiki/Foreign_Body_(film)
Forever England	1935	UK	/wiki/Brown_on_Resolution_(film)
Forget Me Not	1936	UK	/wiki/Forget_Me_Not_(1936_film)
Fortune Is a Woman	1957	UK	/wiki/Fortune_Is_a_Woman
Foster	2011	UK	/wiki/Foster_(film)
Four	2011	UK	/wiki/Four_(2011_film)
Four Days	1951	UK	/wiki/Four_Days_(film)
Four Dimensions of Greta	1972	UK	/wiki/Four_Dimensions_of_Greta
Four Last Songs	2007	UK	/wiki/Four_Last_Songs_(film)
Four Lions	2010	UK	/wiki/Four_Lions
Four Men in Prison	1950	UK	/wiki/Four_Men_in_Prison
Four Sided Triangle	1953	UK	/wiki/Four_Sided_Triangle
Four Weddings and a Funeral	1994	UK	/wiki/Four_Weddings_and_a_Funeral
Four in the Morning	1965	UK	/wiki/Four_in_the_Morning_(film)
Foxhole in Cairo	1960	UK	/wiki/Foxhole_in_Cairo
Fragment of Fear	1970	UK	/wiki/Fragment_of_Fear
Frail Women	1932	UK	/wiki/Frail_Women
Frank	2014	UK	/wiki/Frank_(film)
Frankenstein Created Woman	1967	UK	/wiki/Frankenstein_Created_Woman
Frankenstein Must Be Destroyed	1969	UK	/wiki/Frankenstein_Must_Be_Destroyed
Frankenstein and the Monster from Hell	1974	UK	/wiki/Frankenstein_and_the_Monster_from_Hell
Franklyn	2008	UK	/wiki/Franklyn
Freak Out	2004	UK	/wiki/Freak_Out_(2004_film)
Freddie as F.R.O.7	1992	UK	/wiki/Freddie_as_F.R.O.7
Freebird	2008	UK	/wiki/Freebird_(film)
Freedom Radio	1941	UK	/wiki/Freedom_Radio
Freedom of the Seas	1934	UK	/wiki/Freedom_of_the_Seas_(film)
Freelance	1971	UK	/wiki/Freelance_(1971_film)
Freeze Frame	2004	UK	/wiki/Freeze_Frame_(2004_film)
French Dressing	1964	UK	/wiki/French_Dressing_(1964_film)
French Film	2008	UK	/wiki/French_Film
French Leave	1937	UK	/wiki/French_Leave_(1937_film)
French Without Tears	1939	UK	/wiki/French_Without_Tears_(film)
Frenzy	1972	UK	/wiki/Frenzy
Frequencies	2013	UK	/wiki/Frequencies_(film)
Frequently Asked Questions About Time Travel	2009	UK	/wiki/Frequently_Asked_Questions_About_Time_Travel
Friday the Thirteenth	1933	UK	/wiki/Friday_the_Thirteenth_(1933_film)
Frieda	1947	UK	/wiki/Frieda_(film)
Friends	1971	UK	/wiki/Friends_(1971_film)
Friends and Neighbours	1959	UK	/wiki/Friends_and_Neighbours
Fright	1971	UK	/wiki/Fright_(film)
Fright	1972	UK	/wiki/Fright_(film)
Frightmare	1974	UK	/wiki/Frightmare_(1974_film)
From Beyond the Grave	1974	UK	/wiki/From_Beyond_the_Grave
From Here to Eternity the Musical	2014	UK	/wiki/From_Here_to_Eternity_the_Musical
From Russia with Love	1963	UK	/wiki/From_Russia_with_Love_(film)
From Time to Time	2009	UK	/wiki/From_Time_to_Time_(film)
Front Page Story	1954	UK	/wiki/Front_Page_Story
Frozen Alive	1964	UK	/wiki/Frozen_Alive
Full Circle	1977	UK	/wiki/Full_Circle_(1977_film)
Full Speed Ahead	1936	UK	/wiki/Full_Speed_Ahead_(film)
Fun at St. Fanny's	1956	UK	/wiki/Fun_at_St._Fanny%27s
Funeral In Berlin	1966	UK	/wiki/Funeral_In_Berlin
Funny Money	1982	UK	/wiki/Funny_Money_(1982_film)
Further Up the Creek	1958	UK	/wiki/Further_Up_the_Creek
Fury	2014	UK	/wiki/Fury_(2014_film)
Fury at Smugglers' Bay	1961	UK	/wiki/Fury_at_Smugglers%27_Bay
Futtock's End	1970	UK	/wiki/Futtock%27s_End
G:MT - Greenwich Mean Time	1999	UK	/wiki/G:MT_-_Greenwich_Mean_Time
Galileo	1975	UK	/wiki/Galileo_(1975_film)
Gallowwalkers	2012	UK	/wiki/Gallowwalkers
Gambit	2012	UK	/wiki/Gambit_(2012_film)
Game Over: Kasparov and the Machine	2003	UK	/wiki/Game_Over:_Kasparov_and_the_Machine
Games That Lovers Play	1970	UK	/wiki/Games_That_Lovers_Play
Gandhi	1982	UK	/wiki/Gandhi_(film)
Gangs of Tooting Broadway	2013	UK	/wiki/Gangs_of_Tooting_Broadway
Gangster No. 1	2000	UK	/wiki/Gangster_No._1
Gangway	1937	UK	/wiki/Gangway_(film)
Gasbags	1941	UK	/wiki/Gasbags
Gaslight	1940	UK	/wiki/Gaslight_(1940_film)
Gawain and the Green Knight	1973	UK	/wiki/Gawain_and_the_Green_Knight_(1973_film)
Gay Love	1934	UK	/wiki/Gay_Love
Gemma Bovery	2014	UK	/wiki/Gemma_Bovery_(film)
Genevieve	1953	UK	/wiki/Genevieve_(film)
Genghis Khan	1965	UK	/wiki/Genghis_Khan_(1965_film)
Geordie	1955	UK	/wiki/Geordie_(film)
George and Mildred	1980	UK	/wiki/George_and_Mildred_(film)
Georgy Girl	1966	UK	/wiki/Georgy_Girl
Get Carter	1971	UK	/wiki/Get_Carter
Get Off My Foot	1935	UK	/wiki/Get_Off_My_Foot
Get Real	1998	UK	/wiki/Get_Real_(film)
Get Santa	2014	UK	/wiki/Get_Santa
Get on Up	2014	UK	/wiki/Get_on_Up_(film)
Getting It Right	1989	UK	/wiki/Getting_It_Right_(film)
Ghost Ship	1952	UK	/wiki/Ghost_Ship_(1952_film)
Ghost Story	1974	UK	/wiki/Ghost_Story_(1974_film)
Ghost in the Noonday Sun	1973	UK	/wiki/Ghost_in_the_Noonday_Sun
Gideon's Day	1958	UK	/wiki/Gideon%27s_Day_(film)
Gift Horse	1952	UK	/wiki/Gift_Horse_(film)
Ginger &amp; Rosa	2012	UK	/wiki/Ginger_%26_Rosa
Girl Stroke Boy	1971	UK	/wiki/Girl_Stroke_Boy
Girl from Rio	2001	UK	/wiki/Girl_from_Rio
Girl in the Headlines	1963	UK	/wiki/Girl_in_the_Headlines
Girl in the News	1940	UK	/wiki/Girl_in_the_News
Girl on Approval	1961	UK	/wiki/Girl_on_Approval
Girl with Green Eyes	1964	UK	/wiki/Girl_with_Green_Eyes
Girl with a Pearl Earring	2003	UK	/wiki/Girl_with_a_Pearl_Earring_(film)
Girls Will Be Boys	1934	UK	/wiki/Girls_Will_Be_Boys
Girls at Sea	1958	UK	/wiki/Girls_at_Sea_(1958_film)
Girls' Night	1998	UK	/wiki/Girls%27_Night
Girls, Please!	1934	UK	/wiki/Girls,_Please!
Giro City	1982	UK	/wiki/Giro_City
Give Her a Ring	1934	UK	/wiki/Give_Her_a_Ring
Give Me the Stars	1945	UK	/wiki/Give_Me_the_Stars
Give My Regards to Broad Street	1984	UK	/wiki/Give_My_Regards_to_Broad_Street_(film)
Give Us This Day	1949	UK	/wiki/Give_Us_This_Day
Give Us Tomorrow	1978	UK	/wiki/Give_Us_Tomorrow
Give Us the Moon	1944	UK	/wiki/Give_Us_the_Moon
Glad Tidings	1953	UK	/wiki/Glad_Tidings_(film)
Gladiator	2000	UK	/wiki/Gladiator_(2000_film)
Glamorous Night	1937	UK	/wiki/Glamorous_Night_(film)
Glamour	1931	UK	/wiki/Glamour_(1931_film)
Glamour Girl	1938	UK	/wiki/Glamour_Girl_(film)
Glastonbury Fayre	1972	UK	/wiki/Glastonbury_Fayre
Glastonbury the Movie	1996	UK	/wiki/Glastonbury_the_Movie
Glorious 39	2009	UK	/wiki/Glorious_39
Gnomeo &amp; Juliet	2011	UK	/wiki/Gnomeo_%26_Juliet
Go for a Take	1972	UK	/wiki/Go_for_a_Take
Go to Blazes	1942	UK	/wiki/Go_to_Blazes_(1942_film)
Go to Blazes	1962	UK	/wiki/Go_to_Blazes_(1962_film)
God Help the Girl	2014	UK	/wiki/God_Help_the_Girl_(film)
Gods and Monsters	1998	UK	/wiki/Gods_and_Monsters_(film)
Gold	1974	UK	/wiki/Gold_(1974_film)
Golden Arrow	1949	UK	/wiki/Golden_Arrow_(film)
Golden Ivory	1954	UK	/wiki/Golden_Ivory
Golden Madonna	1949	UK	/wiki/Golden_Madonna
Golden Salamander	1950	UK	/wiki/Golden_Salamander_(film)
GoldenEye	1995	UK	/wiki/GoldenEye
Goldfinger	1964	UK	/wiki/Goldfinger_(film)
Goltzius and the Pelican Company	2012	UK	/wiki/Goltzius_and_the_Pelican_Company
Gone Too Far!	2013	UK	/wiki/Gone_Too_Far!_(film)
Gone to Earth	1950	UK	/wiki/Gone_to_Earth_(film)
Gonks Go Beat	1965	UK	/wiki/Gonks_Go_Beat
Good	2008	UK	/wiki/Good_(film)
Good Morning, Boys	1937	UK	/wiki/Good_Morning,_Boys
Good Vibrations	2012	UK	/wiki/Good_Vibrations_(film)
Good-Time Girl	1948	UK	/wiki/Good-Time_Girl
Goodbye Bafana	2007	UK	/wiki/Goodbye_Bafana
Goodbye, Mr. Chips	1939	UK	/wiki/Goodbye,_Mr._Chips_(1939_film)
Goodnight, Vienna	1932	UK	/wiki/Goodnight,_Vienna
Gorgo	1961	UK	/wiki/Gorgo_(film)
Gosford Park	2001	UK	/wiki/Gosford_Park
Gothic	1986	UK	/wiki/Gothic_(film)
Grabbers	2012	UK	/wiki/Grabbers
Grand Finale	1936	UK	/wiki/Grand_Finale_(film)
Grand Larceny	1987	UK	/wiki/Grand_Larceny
Grand National Night	1953	UK	/wiki/Grand_National_Night
Grand Prix	1934	UK	/wiki/Grand_Prix_(1934_film)
Grave Tales	2011	UK	/wiki/Grave_Tales
Gravity	2013	UK	/wiki/Gravity_(film)
Great Catherine	1968	UK	/wiki/Great_Catherine_(film)
Great Day	1945	UK	/wiki/Great_Day_(1945_film)
Great Expectations	1946	UK	/wiki/Great_Expectations_(1946_film)
Great Expectations	1974	UK	/wiki/Great_Expectations_(1974_film)
Great Expectations	2012	UK	/wiki/Great_Expectations_(2012_film)
Great Stuff	1933	UK	/wiki/Great_Stuff
Green Fingers	1947	UK	/wiki/Green_Fingers
Green Grow the Rushes	1951	UK	/wiki/Green_Grow_the_Rushes_(film)
Green Ice	1981	UK	/wiki/Green_Ice
Green Street 3: Never Back Down	2013	UK	/wiki/Green_Street_3:_Never_Back_Down
Green for Danger	1946	UK	/wiki/Green_for_Danger_(film)
Greenfingers	2000	UK	/wiki/Greenfingers
Gregory's Girl	1981	UK	/wiki/Gregory%27s_Girl
Gregory's Two Girls	1999	UK	/wiki/Gregory%27s_Two_Girls
Grey Owl	1999	UK	/wiki/Grey_Owl_(film)
Greystoke: The Legend of Tarzan, Lord of the Apes	1984	UK	/wiki/Greystoke:_The_Legend_of_Tarzan,_Lord_of_the_Apes
Groupie Girl	1970	UK	/wiki/Groupie_Girl
Guardians of the Galaxy	2014	UK	/wiki/Guardians_of_the_Galaxy_(film)
Guest House Paradiso	1999	UK	/wiki/Guest_House_Paradiso
Guest of Honour	1934	UK	/wiki/Guest_of_Honour
Guilt	1931	UK	/wiki/Guilt_(1931_film)
Guilt Is My Shadow	1950	UK	/wiki/Guilt_Is_My_Shadow
Guilty Melody	1936	UK	/wiki/Guilty_Melody
Gumshoe	1971	UK	/wiki/Gumshoe_(film)
Guns at Batasi	1964	UK	/wiki/Guns_at_Batasi
Guns in the Heather	1969	UK	/wiki/Guns_in_the_Heather
Guns of Darkness	1962	UK	/wiki/Guns_of_Darkness
Gypsy	1937	UK	/wiki/Gypsy_(1937_film)
Gypsy Melody	1936	UK	/wiki/Gypsy_Melody
H.M.S. Defiant	1962	UK	/wiki/H.M.S._Defiant
Hail and Farewell	1936	UK	/wiki/Hail_and_Farewell_(film)
Hair of the Dog	1962	UK	/wiki/Hair_of_the_Dog_(film)
Half Light	2006	UK	/wiki/Half_Light_(film)
Half Moon Street	1986	UK	/wiki/Half_Moon_Street
Half a Sixpence	1967	UK	/wiki/Half_a_Sixpence_(film)
Half of a Yellow Sun	2013	UK	/wiki/Half_of_a_Yellow_Sun_(film)
Hallam Foe	2007	UK	/wiki/Hallam_Foe
Hamlet	1948	UK	/wiki/Hamlet_(1948_film)
Hamlet	1969	UK	/wiki/Hamlet_(1969_film)
Hamlet	1990	UK	/wiki/Hamlet_(1990_film)
Hamlet	1996	UK	/wiki/Hamlet_(1996_film)
Hammer of the Gods	2013	UK	/wiki/Hammer_of_the_Gods_(2013_film)
Hammer the Toff	1952	UK	/wiki/Hammer_the_Toff
Hand in Hand	1960	UK	/wiki/Hand_in_Hand_(film)
Handling Ships	1945	UK	/wiki/Handling_Ships
Hands of the Ripper	1971	UK	/wiki/Hands_of_the_Ripper
Hanna	2011	UK	/wiki/Hanna_(film)
Hannibal Brooks	1969	UK	/wiki/Hannibal_Brooks
Hannie Caulder	1971	UK	/wiki/Hannie_Caulder
