Suburban Wives	/wiki/Suburban_Wives	1971	Derek Ford	Eva Whishaw, Peter May	Sex comedy	NULL	UK
Sunday Bloody Sunday	/wiki/Sunday_Bloody_Sunday_(film)	1971	John Schlesinger	Peter Finch, Glenda Jackson, Murray Head, Peggy Ashcroft	Drama	Number 65 in the BFI Top 100 British films.	UK
The Tales of Beatrix Potter	/wiki/The_Tales_of_Beatrix_Potter	1971	Reginald Mills	Royal Ballet dancers	Dance	NULL	UK
A Time for Loving	/wiki/A_Time_for_Loving	1971	Christopher Miles	Britt Ekland, Mel Ferrer	Drama	NULL	UK
A Town Called Hell	/wiki/A_Town_Called_Hell	1971	Robert Parrish	Telly Savalas, Robert Shaw	Western	Co-production with Spain	UK
To Catch a Spy	/wiki/To_Catch_a_Spy	1971	Dick Clement	Kirk Douglas, Trevor Howard	Spy/Comedy	NULL	UK
The Trojan Women	/wiki/The_Trojan_Women_(film)	1971	Mihalis Kakogiannis	Katharine Hepburn, Vanessa Redgrave	Historical Drama	Co-production with Greece	UK
Universal Soldier	/wiki/Universal_Soldier_(1971_film)	1971	Cy Endfield	George Lazenby, Ben Carruthers	Drama	NULL	UK
Unman, Wittering and Zigo	/wiki/Unman,_Wittering_and_Zigo_(film)	1971	John Mackenzie	David Hemmings, Douglas Wilmer	Thriller	NULL	UK
Up the Chastity Belt	/wiki/Up_the_Chastity_Belt	1971	Bob Kellett	Frankie Howerd, Graham Crowden, Bill Fraser	Comedy	NULL	UK
Villain	/wiki/Villain_(1971_film)	1971	Michael Tuchner	Richard Burton, Ian McShane, T.P. McKenna	Crime	NULL	UK
Virgin Witch	/wiki/Virgin_Witch	1971	Ray Austin	Ann Michelle, Vicki Michelle	Horror	NULL	UK
Walkabout	/wiki/Walkabout_(film)	1971	Nicolas Roeg	Jenny Agutter, David Gulpilil	Coming-of-age drama	NULL	UK
When Eight Bells Toll	/wiki/When_Eight_Bells_Toll	1971	Étienne Périer	Anthony Hopkins, Jack Hawkins	Spy Action	NULL	UK
Whoever Slew Auntie Roo?	/wiki/Whoever_Slew_Auntie_Roo%3F	1971	Curtis Harrington	Shelley Winters, Mark Lester	Horror	NULL	UK
Zeppelin	/wiki/Zeppelin_(film)	1971	Étienne Périer	Michael York, Elke Sommer	World War I	NULL	UK
Adolf Hitler: My Part in his Downfall	/wiki/Adolf_Hitler:_My_Part_in_his_Downfall_(film)	1972	Norman Cohen	Jim Dale, Arthur Lowe, Spike Milligan	Comedy	NULL	UK
The Alf Garnett Saga	/wiki/The_Alf_Garnett_Saga	1972	Bob Kellett	Warren Mitchell, Dandy Nichols	Comedy	NULL	UK
Alice's Adventures in Wonderland	/wiki/Alice%27s_Adventures_in_Wonderland_(1972_film)	1972	William Sterling	Fiona Fullerton, Michael Crawford, Peter Sellers	Musical	NULL	UK
The Amazing Mr Blunden	/wiki/The_Amazing_Mr_Blunden	1972	Lionel Jeffries	Laurence Naismith, Lynne Frederick	Family	NULL	UK
Antony and Cleopatra	/wiki/Antony_and_Cleopatra_(1972_film)	1972	Charlton Heston	Charlton Heston, Eric Porter, John Castle	Historical drama	NULL	UK
The Assassination of Trotsky	/wiki/The_Assassination_of_Trotsky	1972	Joseph Losey	Richard Burton, Romy Schneider, Alain Delon	Historical drama	NULL	UK
Asylum	/wiki/Asylum_(1972_horror_film)	1972	Roy Ward Baker	Peter Cushing, Britt Ekland, Herbert Lom	Portmanteau horror	NULL	UK
Au Pair Girls	/wiki/Au_Pair_Girls	1972	Val Guest	Astrid Frank, Johnny Briggs	Sex comedy	NULL	UK
Bartleby	/wiki/Bartleby_(1972_film)	1972	Anthony Friedman	Paul Scofield, John McEnery	Drama	NULL	UK
Bless This House	/wiki/Bless_This_House_(film)	1972	Gerald Thomas	Sid James, Terry Scott	Comedy	Spin-off of Bless This House	UK
The Boy Who Turned Yellow	/wiki/The_Boy_Who_Turned_Yellow	1972	Michael Powell	Mark Dightam, Robert Eddison	Family drama	NULL	UK
Brother Sun, Sister Moon	/wiki/Brother_Sun,_Sister_Moon	1972	Franco Zeffirelli	Graham Faulkner, Judi Bowker	Biopic	NULL	UK
The Call of the Wild	/wiki/The_Call_of_the_Wild_(1972_film)	1972	Ken Annakin	Charlton Heston, Michèle Mercier	Adventure	NULL	UK
Carry On Abroad	/wiki/Carry_On_Abroad	1972	Gerald Thomas	Sid James, Kenneth Williams, Charles Hawtrey	Comedy	NULL	UK
Carry On Matron	/wiki/Carry_On_Matron	1972	Gerald Thomas	Kenneth Williams, Sid James	Comedy	NULL	UK
Danny Jones	/wiki/Danny_Jones_(film)	1972	Jules Bricken	Frank Finlay, Jane Carr	Drama	NULL	UK
The Darwin Adventure	/wiki/The_Darwin_Adventure	1972	Jack Couffer	Nicholas Clay, Susan Macready	Biopic	NULL	UK
A Day in the Death of Joe Egg	/wiki/A_Day_in_the_Death_of_Joe_Egg_(film)	1972	Peter Medak	Alan Bates, Janet Suzman	Black comedy	NULL	UK
Doomwatch	/wiki/Doomwatch_(film)	1972	Peter Sasdy	Ian Bannen, Judy Geeson	Sci-fi mystery	TV Series Spin-Off.	UK
Dracula AD 1972	/wiki/Dracula_AD_1972	1972	Alan Gibson	Christopher Lee, Peter Cushing	Horror	NULL	UK
Death Line	/wiki/Death_Line	1972	Gary Sherman	Donald Pleasence, David Ladd	Horror	NULL	UK
Endless Night	/wiki/Endless_Night_(1972_film)	1972	Sidney Gilliat	Hayley Mills, Britt Ekland	Mystery	NULL	UK
The Fiend	/wiki/The_Fiend_(film)	1972	Robert Hartford-Davis	Ann Todd, Tony Beckley, Patrick Magee	Horror	NULL	UK
The Flesh and Blood Show	/wiki/The_Flesh_and_Blood_Show	1972	Pete Walker	Ray Brooks, Jenny Hanley	Horror	With 3-D sequence.	UK
Follow Me!	/wiki/Follow_Me!_(1972_film)	1972	Carol Reed	Mia Farrow, Michael Jayston	Comedy	NULL	UK
For the Love of Ada	/wiki/For_the_Love_of_Ada_(film)	1972	Ronnie Baxter	Irene Handl, Wilfred Pickles	Comedy	Spin-off of For the Love of Ada	UK
Four Dimensions of Greta	/wiki/Four_Dimensions_of_Greta	1972	Pete Walker	Tristan Rogers, Karen Boyes	Sex comedy	With 3-D sequences.	UK
Frenzy	/wiki/Frenzy	1972	Alfred Hitchcock	Jon Finch, Barry Foster, Alec McCowen	Thriller	NULL	UK
Fright	/wiki/Fright_(film)	1972	Peter Collinson	Susan George, Ian Bannen	Horror	NULL	UK
Glastonbury Fayre	/wiki/Glastonbury_Fayre	1972	Nicolas Roeg	Family, Arthur Brown, Fairport Convention	Documentary	a film of Glastonbury Festival	UK
Go for a Take	/wiki/Go_for_a_Take	1972	Harry Booth	Dennis Price, Bob Todd	Comedy	NULL	UK
Henry VIII and His Six Wives	/wiki/Henry_VIII_and_His_Six_Wives	1972	Waris Hussein	Keith Michell, Donald Pleasence	Drama	Based on a BBC TV series	UK
Hide and Seek	/wiki/Hide_and_Seek_(1972_film)	1972	David Eady	Peter Newby, Gary Kemp	Family/Adventure	NULL	UK
I Want What I Want	/wiki/I_Want_What_I_Want_(film)	1972	John Dexter	Anne Heywood, Harry Andrews, Jill Bennett	Drama	NULL	UK
Images	/wiki/Images_(film)	1972	Robert Altman	Susannah York, René Auberjonois	Drama	NULL	UK
Innocent Bystanders	/wiki/Innocent_Bystanders_(film)	1972	Peter Collinson	Stanley Baker, Geraldine Chaplin	Action	NULL	UK
Madame Sin	/wiki/Madame_Sin	1972	David Greene	Bette Davis, Robert Wagner	Thriller	NULL	UK
Made	/wiki/Made_(1972_film)	1972	John Mackenzie	Carol White, Roy Harper	Drama	NULL	UK
Mutiny on the Buses	/wiki/Mutiny_on_the_Buses	1972	Harry Booth	Reg Varney, Bob Grant, Stephen Lewis	Comedy	TV sitcom Spin-Off sequel.	UK
Nearest and Dearest	/wiki/Nearest_and_Dearest_(film)	1972	John Robins	Hylda Baker, Jimmy Jewel	Comedy	TV sitcom Spin-Off.	UK
Nobody Ordered Love	/wiki/Nobody_Ordered_Love	1972	Robert Hartford-Davis	Ingrid Pitt, Judy Huxtable	Horror	NULL	UK
The Offence	/wiki/The_Offence	1972	Sidney Lumet	Sean Connery, Trevor Howard	Crime	NULL	UK
Ooh… You Are Awful	/wiki/Ooh%E2%80%A6_You_Are_Awful	1972	Cliff Owen	Dick Emery	Comedy	NULL	UK
The Other Side of the Underneath	/wiki/The_Other_Side_of_the_Underneath	1972	Jane Arden	Sheila Allen	Drama	NULL	UK
Our Miss Fred	/wiki/Our_Miss_Fred	1972	Bob Kellett	Danny La Rue	Comedy	NULL	UK
The Pied Piper	/wiki/The_Pied_Piper_(1972_film)	1972	Jacques Demy	Jack Wild, Donald Pleasence	Fantasy	NULL	UK
Pope Joan	/wiki/Pope_Joan_(1972_film)	1972	Michael Anderson	Liv Ullmann, Jeremy Kemp, Olivia de Havilland	Drama	NULL	UK
Pulp	/wiki/Pulp_(1972_film)	1972	Mike Hodges	Michael Caine, Mickey Rooney, Lionel Stander	Crime/Thriller	NULL	UK
Rentadick	/wiki/Rentadick	1972	Jim Clark	James Booth, Richard Briers	Comedy	NULL	UK
The Ruling Class	/wiki/The_Ruling_Class_(film)	1972	Peter Medak	Peter O'Toole, Alastair Sim, Arthur Lowe	Black comedy	NULL	UK
Running Scared	/wiki/Running_Scared_(1972_film)	1972	David Hemmings	Robert Powell, Gayle Hunnicutt	Drama	NULL	UK
Savage Messiah	/wiki/Savage_Messiah_(1972_film)	1972	Ken Russell	Dorothy Tutin, Scott Antony, Helen Mirren	Biopic of Henri Gaudier-Brzeska	NULL	UK
Sitting Target	/wiki/Sitting_Target	1972	Douglas Hickox	Oliver Reed, Jill St. John	Action	NULL	UK
Sleuth	/wiki/Sleuth_(1972_film)	1972	Joseph L. Mankiewicz	Laurence Olivier, Michael Caine	Mystery/Thriller	NULL	UK
Something to Hide	/wiki/Something_to_Hide	1972	Alastair Reid	Peter Finch, Shelley Winters	Thriller	NULL	UK
Steptoe and Son	/wiki/Steptoe_and_Son_(film)	1972	Cliff Owen	Wilfrid Brambell, Harry H. Corbett	Comedy	TV sitcom Spin-Off.	UK
Straight on Till Morning	/wiki/Straight_On_till_Morning_(film)	1972	Peter Collinson	Rita Tushingham, Shane Briant	Thriller	NULL	UK
Tales from the Crypt	/wiki/Tales_from_the_Crypt_(film)	1972	Freddie Francis	Ralph Richardson, Joan Collins	Horror	NULL	UK
That's Your Funeral	/wiki/That%27s_Your_Funeral	1972	John Robins	Bill Fraser, Raymond Huntley	Comedy	Based on TV series of the same name	UK
Tower of Evil	/wiki/Tower_of_Evil	1972	Jim O'Connolly	Bryant Haliday, Jill Haworth	Horror	NULL	UK
The Triple Echo	/wiki/The_Triple_Echo	1972	Michael Apted	Glenda Jackson, Oliver Reed	Drama	Entered into the 8th Moscow International Film Festival	UK
Twins of Evil	/wiki/Twins_of_Evil	1972	John Hough	Peter Cushing, Dennis Price, Mary Collinson	Horror	NULL	UK
Under Milk Wood	/wiki/Under_Milk_Wood_(1972_film)	1972	Andrew Sinclair	Richard Burton, Elizabeth Taylor	Comedy/Drama	NULL	UK
Up the Front	/wiki/Up_the_Front	1972	Bob Kellett	Frankie Howerd, Bill Fraser	Comedy	NULL	UK
Vampire Circus	/wiki/Vampire_Circus	1972	Robert Young	Anthony Higgins, Adrienne Corri, Lalla Ward	Horror	NULL	UK
What Became of Jack and Jill?	/wiki/What_Became_of_Jack_and_Jill%3F	1972	Bill Bain	Vanessa Howard, Mona Washbourne	Thriller	NULL	UK
Young Winston	/wiki/Young_Winston	1972	Richard Attenborough	Simon Ward, Robert Shaw, Anne Bancroft	Biography	NULL	UK
Zee and Co.	/wiki/Zee_and_Co.	1972	Brian G. Hutton	Elizabeth Taylor, Michael Caine, Susannah York	Drama	NULL	UK
Z.P.G.	/wiki/Z.P.G.	1972	Michael Campus	Oliver Reed, Geraldine Chaplin	Sci-fi	NULL	UK
The 14	/wiki/The_14	1973	David Hemmings	Jack Wild, June Brown	Drama	Won the Silver Bear at Berlin	UK
And Now the Screaming Starts!	/wiki/And_Now_the_Screaming_Starts!	1973	Roy Ward Baker	Peter Cushing, Herbert Lom	Horror	NULL	UK
The Asphyx	/wiki/The_Asphyx	1973	Peter Newbrook	Robert Stephens, Robert Powell, Jane Lapotaire	Horror	NULL	UK
Assassin	/wiki/Assassin_(1973_film)	1973	Peter Crane	Ian Hendry, Edward Judd	Drama	NULL	UK
Baxter!	/wiki/Baxter!	1973	Lionel Jeffries	Patricia Neal, Britt Ekland	Drama	NULL	UK
Bequest to the Nation	/wiki/Bequest_to_the_Nation_(film)	1973	James Cellan Jones	Glenda Jackson, Peter Finch	Historical	NULL	UK
The Blockhouse	/wiki/The_Blockhouse	1973	Clive Rees	Peter Sellers, Charles Aznavour	World War II	Entered into the 23rd Berlin International Film Festival	UK
Carry On Girls	/wiki/Carry_On_Girls	1973	Gerald Thomas	Sid James, Barbara Windsor	Comedy	NULL	UK
Charley One-Eye	/wiki/Charley_One-Eye	1973	Don Chaffey	Richard Roundtree, Nigel Davenport	Western	Co-production with US	UK
Commuter Husbands	/wiki/Commuter_Husbands	1973	Derek Ford	Gabrielle Drake, Robin Bailey	Sex comedy	NULL	UK
The Creeping Flesh	/wiki/The_Creeping_Flesh	1973	Freddie Francis	Christopher Lee, Peter Cushing	Horror	NULL	UK
Dark Places	/wiki/Dark_Places_(1973_film)	1973	Don Sharp	Christopher Lee, Joan Collins	Thriller	NULL	UK
The Day of the Jackal	/wiki/The_Day_of_the_Jackal_(film)	1973	Fred Zinneman	Edward Fox	Thriller	Number 74 in the BFI Top 100 British films	UK
Digby, the Biggest Dog in the World	/wiki/Digby,_the_Biggest_Dog_in_the_World	1973	Joseph McGrath	Jim Dale, Spike Milligan	Family	NULL	UK
A Doll's House	/wiki/A_Doll%27s_House_(1973_Garland_film)	1973	Patrick Garland	Claire Bloom, Anthony Hopkins	Drama	NULL	UK
A Doll's House	/wiki/A_Doll%27s_House_(1973_Losey_film)	1973	Joseph Losey	Jane Fonda, Edward Fox	Drama	NULL	UK
Don't Just Lie There, Say Something!	/wiki/Don%27t_Just_Lie_There,_Say_Something!	1973	Bob Kellett	NULL	Comedy	NULL	UK
Don't Look Now	/wiki/Don%27t_Look_Now	1973	Nicolas Roeg	Julie Christie, Donald Sutherland	Horror thriller	Number 8 in the BFI Top 100 British films	UK
Embassy	/wiki/Embassy_(film)	1973	Gordon Hessler	Richard Roundtree, Chuck Connors	Thriller	NULL	UK
England Made Me	/wiki/England_Made_Me_(film)	1973	Peter Duffell	Peter Finch, Michael York	Drama	Co-production with Yugoslavia	UK
Father, Dear Father	/wiki/Father,_Dear_Father_(film)	1973	William G. Stewart	Patrick Cargill, Natasha Pyne, Donald Sinden	Comedy	Adapted from the TV series	UK
The Final Programme	/wiki/The_Final_Programme_(film)	1973	Robert Fuest	Jon Finch, Jenny Runacre	Sci-Fi thriller	NULL	UK
Gawain and the Green Knight	/wiki/Gawain_and_the_Green_Knight_(1973_film)	1973	Stephen Weeks	Murray Head, Ciaran Madden, Nigel Green	Adventure	NULL	UK
Ghost in the Noonday Sun	/wiki/Ghost_in_the_Noonday_Sun	1973	Peter Medak	Peter Sellers, Spike Milligan	Comedy	NULL	UK
The Hireling	/wiki/The_Hireling	1973	Alan Bridges	Robert Shaw, Sarah Miles	Drama	Won the Grand Prix at the 1973 Cannes Film Festival	UK
Hitler: The Last Ten Days	/wiki/Hitler:_The_Last_Ten_Days	1973	Ennio De Concini	Alec Guinness, Simon Ward	Historical	NULL	UK
Holiday on the Buses	/wiki/Holiday_on_the_Buses	1973	Bryan Izzard	Reg Varney, Bob Grant, Stephen Lewis	Comedy	TV sitcom Spin-Off sequel.	UK
The Homecoming	/wiki/The_Homecoming_(film)	1973	Peter Hall	Cyril Cusack, Ian Holm	Drama	Adaptation of Pinter play.	UK
Horror Hospital	/wiki/Horror_Hospital	1973	Antony Balch	Michael Gough, Robin Askwith	Horror spoof	NULL	UK
The House in Nightmare Park	/wiki/The_House_in_Nightmare_Park	1973	Peter Sykes	Frankie Howerd, Ray Milland	Comedy/Horror	NULL	UK
Keep It Up, Jack	/wiki/Keep_It_Up,_Jack	1973	Derek Ford	Mark Jones, Sue Longhurst	Sex comedy	NULL	UK
Lady Caroline Lamb	/wiki/Lady_Caroline_Lamb_(film)	1973	Robert Bolt	Sarah Miles, Richard Chamberlain	Historical biopic	NULL	UK
The Legend of Hell House	/wiki/The_Legend_of_Hell_House	1973	John Hough	Pamela Franklin, Roddy McDowall	Supernatural horror	NULL	UK
Live and Let Die	/wiki/Live_and_Let_Die_(film)	1973	Guy Hamilton	Roger Moore, Jane Seymour, Yaphet Kotto	Spy/Action	First performance of Roger Moore as James Bond	UK
The Love Ban	/wiki/The_Love_Ban	1973	Ralph Thomas	Hywel Bennett, Nanette Newman	Comedy	NULL	UK
Luther	/wiki/Luther_(1973_film)	1973	Guy Green	Stacy Keach, Maurice Denham	Biopic	NULL	UK
The Mackintosh Man	/wiki/The_Mackintosh_Man	1973	John Huston	Paul Newman, Dominique Sanda	Spy/Thriller	NULL	UK
Man at the Top	/wiki/Man_at_the_Top_(film)	1973	Mike Vardy	Kenneth Haigh, Nanette Newman	Drama	TV series Spin-Off.	UK
The National Health	/wiki/The_National_Health_(film)	1973	Jack Gold	Lynn Redgrave, Colin Blakely, Eleanor Bron	Black comedy	NULL	UK
Never Mind the Quality Feel the Width	/wiki/Never_Mind_the_Quality_Feel_the_Width_(film)	1973	Ronnie Baxter	John Bluthal, Joe Lynch , Yootha Joyce	Comedy	TV sitcom spin-off	UK
Night Watch	/wiki/Night_Watch_(1973_film)	1973	Brian G. Hutton	Elizabeth Taylor, Laurence Harvey	Mystery/Horror	NULL	UK
Nothing But The Night	/wiki/Nothing_But_The_Night	1973	Peter Sasdy	Christopher Lee, Peter Cushing	Horror	NULL	UK
Not Now, Darling	/wiki/Not_Now,_Darling_(film)	1973	Ray Cooney, David Croft	Geraldine Gardner, Leslie Phillips	Comedy	NULL	UK
No Sex Please, We're British	/wiki/No_Sex_Please,_We%27re_British_(film)	1973	Cliff Owen	Ronnie Corbett, Arthur Lowe	Comedy	NULL	UK
O Lucky Man!	/wiki/O_Lucky_Man!	1973	Lindsay Anderson	Malcolm McDowell, Ralph Richardson, Helen Mirren	Comedy/Drama	NULL	UK
Penny Gold	/wiki/Penny_Gold	1973	Jack Cardiff	James Booth, Francesca Annis	Thriller	NULL	UK
Steptoe and Son Ride Again	/wiki/Steptoe_and_Son_Ride_Again	1973	Peter Sykes	Wilfrid Brambell, Harry H. Corbett	Comedy	TV sitcom Spin-Off sequel.	UK
Take Me High	/wiki/Take_Me_High	1973	David Askey	Cliff Richard, Deborah Watling, Hugh Griffith	Musical	NULL	UK
Tales That Witness Madness	/wiki/Tales_That_Witness_Madness	1973	Freddie Francis	Jack Hawkins, Donald Pleasence	Comedy/Horror	NULL	UK
That'll Be The Day	/wiki/That%27ll_Be_The_Day_(film)	1973	Claude Whatham	David Essex, Ringo Starr	Drama	NULL	UK
Theatre of Blood	/wiki/Theatre_of_Blood	1973	Douglas Hickox	Vincent Price, Diana Rigg, Ian Hendry	Comedy/Horror	NULL	UK
The Three Musketeers	/wiki/The_Three_Musketeers_(1973_film)	1973	Richard Lester	Oliver Reed, Richard Chamberlain, Frank Finlay, Michael York	Adventure	NULL	UK
Tiffany Jones	/wiki/Tiffany_Jones	1973	Pete Walker	Anouska Hempel, Ray Brooks	Sex comedy	NULL	UK
A Touch of Class	/wiki/A_Touch_of_Class_(film)	1973	Melvin Frank	George Segal, Glenda Jackson	Comedy	NULL	UK
Voices	/wiki/Voices_(1973_film)	1973	Kevin Billington	David Hemmings, Gayle Hunnicutt	Thriller/Horror	NULL	UK
The Wicker Man	/wiki/The_Wicker_Man_(1973_film)	1973	Robin Hardy	Edward Woodward, Christopher Lee, Diane Cilento	Horror	Number 96 in the BFI Top 100 British films. It was remade in 2006	UK
11 Harrowhouse	/wiki/11_Harrowhouse	1974	Aram Avakian	Charles Grodin, Candice Bergen	Thriller	NULL	UK
The Abdication	/wiki/The_Abdication	1974	Anthony Harvey	Peter Finch, Liv Ullmann	Historical	NULL	UK
Akenfield	/wiki/Akenfield	1974	Peter Hall	Stanley Baxter, Ronald Blythe, Ethel Branton	Drama	NULL	UK
The Beast Must Die	/wiki/The_Beast_Must_Die_(1974_film)	1974	Paul Annett	Anton Diffring, Calvin Lockhart	Horror	NULL	UK
The Best of Benny Hill	/wiki/The_Best_of_Benny_Hill	1974	John Robins	Benny Hill	Comedy	Skits from his television show	UK
The Best Pair of Legs in the Business	/wiki/The_Best_Pair_of_Legs_in_the_Business	1974	Christopher Hodson	Reg Varney, Diana Coupland	Comedy/Drama	NULL	UK
The Black Windmill	/wiki/The_Black_Windmill	1974	Don Siegel	Michael Caine, Donald Pleasence	Spy/Thriller	NULL	UK
Brief Encounter	/wiki/Brief_Encounter_(1974_film)	1974	Alan Bridges	Richard Burton, Sophia Loren	Romance/Drama/Remake	NULL	UK
Butley	/wiki/Butley_(film)	1974	Harold Pinter	Alan Bates, Jessica Tandy	Drama	Film of play by Simon Gray.	UK
Callan	/wiki/Callan_(film)	1974	Don Sharp	Edward Woodward, Eric Porter	Thriller	TV Spin-Off.	UK
Captain Kronos – Vampire Hunter	/wiki/Captain_Kronos_%E2%80%93_Vampire_Hunter	1974	Brian Clemens	Horst Janson, John Carson, Caroline Munro	Horror	NULL	UK
Carry On Dick	/wiki/Carry_On_Dick	1974	Gerald Thomas	Sid James, Barbara Windsor	Comedy	NULL	UK
Confessions of a Window Cleaner	/wiki/Confessions_of_a_Window_Cleaner	1974	Val Guest	Robin Askwith, Antony Booth	Sex comedy	NULL	UK
Craze	/wiki/Craze_(film)	1974	Freddie Francis	Jack Palance, Diana Dors	Comedy/Horror	NULL	UK
Dead Cert	/wiki/Dead_Cert_(1974_film)	1974	Tony Richardson	Scott Antony, Judi Dench	Thriller	NULL	UK
Deadly Strangers	/wiki/Deadly_Strangers	1974	Sidney Hayers	Hayley Mills, Simon Ward	Thriller	NULL	UK
Diamonds on Wheels	/wiki/Diamonds_on_Wheels	1974	Jerome Courtland	Patrick Allen, George Sewell, Barry Jackson	comedy	NULL	UK
The Four Musketeers	/wiki/The_Four_Musketeers_(film)	1974	Richard Lester	Oliver Reed, Richard Chamberlain, Frank Finlay, Michael York	Adventure	NULL	UK
Frankenstein and the Monster from Hell	/wiki/Frankenstein_and_the_Monster_from_Hell	1974	Terence Fisher	Peter Cushing, David Prowse	Horror	NULL	UK
Frightmare	/wiki/Frightmare_(1974_film)	1974	Pete Walker	Rupert Davies, Sheila Keith	Horror	NULL	UK
From Beyond the Grave	/wiki/From_Beyond_the_Grave	1974	Kevin Connor	Peter Cushing, Ian Bannen	Portmanteau horror	NULL	UK
Ghost Story	/wiki/Ghost_Story_(1974_film)	1974	Stephen Weeks	Marianne Faithfull, Leigh Lawson	Mystery	NULL	UK
The God King	/wiki/The_God_King	1974	Lester James Peries	Leigh Lawson, Oliver Tobias	Historical	Co-production with Sri Lanka	UK
Gold	/wiki/Gold_(1974_film)	1974	Peter R. Hunt	Roger Moore, Susannah York	Adventure	NULL	UK
The Golden Voyage of Sinbad	/wiki/The_Golden_Voyage_of_Sinbad	1974	Gordon Hessler	John Phillip Law, Tom Baker	Fantasy	NULL	UK
Great Expectations	/wiki/Great_Expectations_(1974_film)	1974	Joseph Hardy	NULL	NULL	Entered into the 9th Moscow International Film Festival	UK
The Internecine Project	/wiki/The_Internecine_Project	1974	Ken Hughes	James Coburn, Lee Grant	Spy/Thriller	NULL	UK
Juggernaut	/wiki/Juggernaut_(1974_film)	1974	Richard Lester	Richard Harris, Omar Sharif	Drama	NULL	UK
Just One More Time	/wiki/Just_One_More_Time	1974	Maurice Hamblin	John Hamill, Sue Longhurst	Sex comedy	NULL	UK
The Legend of the Seven Golden Vampires	/wiki/The_Legend_of_the_Seven_Golden_Vampires	1974	Roy Ward Baker	Peter Cushing, Julie Ege	Horror/Action	Co-production with Hong Kong	UK
Little Malcolm	/wiki/Little_Malcolm	1974	Stuart Cooper	Rosalind Ayres, John Hurt	Comedy/Drama	Won the Silver Bear at Berlin	UK
The Little Prince	/wiki/The_Little_Prince_(1974_film)	1974	Stanley Donen	Steven Warner, Richard Kiley	Musical	NULL	UK
Madhouse	/wiki/Madhouse_(1974_film)	1974	Jim Clark	Vincent Price, Natasha Pyne	Horror	NULL	UK
Mahler	/wiki/Mahler_(film)	1974	Ken Russell	Robert Powell, Georgina Hale	Biopic	NULL	UK
The Maids	/wiki/The_Maids	1974	Christopher Miles	Glenda Jackson, Susannah York	Drama	Adaptation of the Jean Genet play	UK
The Man with the Golden Gun	/wiki/The_Man_with_the_Golden_Gun_(film)	1974	Guy Hamilton	Roger Moore, Christopher Lee, Maud Adams, Britt Ekland, Richard Loo	Spy/Action	NULL	UK
The Marseille Contract	/wiki/The_Marseille_Contract	1974	Robert Parrish	Michael Caine, Anthony Quinn, James Mason	Thriller	NULL	UK
Mistress Pamela	/wiki/Mistress_Pamela	1974	Jim O'Connolly	Ann Michelle, Julian Barnes	Drama	NULL	UK
Murder on the Orient Express	/wiki/Murder_on_the_Orient_Express_(1974_film)	1974	Sidney Lumet	Albert Finney, Lauren Bacall, Sean Connery, Ingrid Bergman	Mystery	Based on the Agatha Christie's novel. Academy Award Best supporting Actress (Ingrid Bergman)	UK
The Mutations	/wiki/The_Mutations	1974	Jack Cardiff	Tom Baker, Brad Harris, Donald Pleasence	Horror	NULL	UK
The ODESSA File	/wiki/The_ODESSA_File_(film)	1974	Ronald Neame	Jon Voight, Maximilian Schell, Mary Tamm	Spy/Thriller	NULL	UK
Open Season	/wiki/Open_Season_(1974_film)	1974	Peter Collinson	Peter Fonda, Cornelia Sharpe	Action	NULL	UK
The Optimists of Nine Elms	/wiki/The_Optimists_of_Nine_Elms	1974	Anthony Simmons	Peter Sellers, John Chaffey	Comedy	NULL	UK
Paul and Michelle	/wiki/Paul_and_Michelle	1974	Lewis Gilbert	Anicée Alvina, Sean Bury	Drama	Co-production with France	UK
Percy's Progress	/wiki/Percy%27s_Progress	1974	Ralph Thomas	Leigh Lawson, Elke Sommer	Comedy	NULL	UK
Persecution	/wiki/Persecution_(film)	1974	Don Chaffey	Lana Turner, Trevor Howard	Horror thriller	NULL	UK
The Satanic Rites of Dracula	/wiki/The_Satanic_Rites_of_Dracula	1974	Alan Gibson	Christopher Lee, Peter Cushing, Joanna Lumley	Horror	NULL	UK
Soft Beds, Hard Battles	/wiki/Soft_Beds,_Hard_Battles	1974	Roy Boulting	Peter Sellers	World War II Comedy	NULL	UK
Stardust	/wiki/Stardust_(1974_film)	1974	Michael Apted	David Essex, Adam Faith	Drama	NULL	UK
Swallows and Amazons	/wiki/Swallows_and_Amazons_(film)	1974	Claude Whatham	Virginia McKenna, Ronald Fraser	Family	NULL	UK
The Swordsman	/wiki/The_Swordsman_(1974_film)	1974	Lindsay Shonteff	Linda Marlowe	Action	NULL	UK
Symptoms	/wiki/Symptoms_(film)	1974	José Ramón Larraz	Angela Pleasence, Raymond Huntley	Horror thriller	Entered into the 1974 Cannes Film Festival	UK
The Tamarind Seed	/wiki/The_Tamarind_Seed	1974	Blake Edwards	Julie Andrews, Omar Sharif, Anthony Quayle	Romance/Spy/Drama	NULL	UK
The Tempter	/wiki/The_Devil_Is_a_Woman_(1974_film)	1974	Damiano Damiani	Glenda Jackson, Claudio Cassinelli	Drama	Co-production with Italy	UK
Vampira	/wiki/Vampira_(1974_film)	1974	Clive Donner	David Niven, Teresa Graves	Horror comedy	NULL	UK
Vampyres	/wiki/Vampyres_(film)	1974	José Ramón Larraz	Anulka, Murray Brown	Horror	NULL	UK
